750767.268307,592175.832676,8,10,0
753603.352428,593336.073201,60,250,20
763012.194307,596086.031574,52,150,10
750644.519985,688229.622242,40,24,2
724859.053482,580193.815347,62,20,3
727651.437349,582349.2864,63,15,5
476222.91,640470.1,32,23,3
476178.11,642285.11,32,23,3
480584.04,608667.41,163,35,8
480693.89,608948.71,175,35,8
481571.81,599328.81,51,14,3
481688.22,599250.51,59,21,3
482811.24,586367.84,48,13,4
482734.8,586496,32,15,3
482192.95,571996.07,63,18,4
482244.53,571736.39,121,29,7
481273.24,559679.47,127,29,6
481445.67,559345.18,141,46,6
490105.08,544112.32,30,32,3
490285.53,543830.24,36,35,3
495163.88,532254.12,83,17,5
495469.28,532226.02,133,38,7
500744.21,522479.06,30,22,2
501015.26,522367.9,23,20,2
512842.95,511058.96,144,33,5
513098.83,511033.69,92,26,4
524213.83,497161.22,30,35,6
524302.36,497165.36,33,27,6
475924.84,703209.59,29,24,2
476088.88,702888.38,29,24,2
475681.95,669180.66,57,22,2
475803.13,669510.33,64,15,2
487112.51,715386.4,47,25,2
501317.09,282082.47,75,33,2
501023.31,281888.99,70,13,3
481912.9,278333.17,169,81,2
481423.95,278132.35,128,54,9
478705.34,258955.78,63,14,2
478799,258717.13,63,14,2
475897.84,245456.45,64,35,0
475957.63,245232.61,96,18,0
465129.01,232395.8,161,21,6
456593.28,284450.07,59,17,1
456941.48,284230.2,59,40,1
468096.74,271383.42,90,35,6
467975.82,271952.27,91,30,7
491766,264904,99,48,0
491413,265028,70,35,0
521097,253513,50,50,0
521611,253503,50,30,0
515541,269546,22,7,0
507731,253372,15,21,0
513889,266791,15,8,0
507485,253111,16,18,0
494256.57,216115.29,50,10,0
491893,215293,50,6,0
487976,214207,20,20,0
478707,210936,10,35,0
478266,210891,10,40,0
475119,211017,10,18,0
474774,211003,36,38,0
627448.32,353247.56,59,15,0
622324.78,346791.71,25,10,4
604395.52,331542.15,37,16,0
604457.56,331663.86,40,16,0
622105.31,346548.95,42,12,0
585575.07,300006.02,38,24,4
588577.52,303982.96,40,15,2
554338.67,246028.85,50,24,0
555287.1,246296.49,43,21,0
595892.71,236551.45,130,55,0
596203.68,236474.81,89,38,0
635108.64,243487.74,93,40,0
635423.83,243200.86,110,49,0
581605.82,239454.25,76,39,0
581716.95,239546.33,76,36,0
616165.63,237982.45,56,28,0
615462.63,238021.21,56,28,0
726113.9,396387.68,86,28,3
725686.92,396476.93,93,35,3
533312.58,480299.09,54,55,10
533305.36,479553.31,32,31,10
537270.99,460253.13,33,40,7
537343,460095.81,33,39,7
545379.27,441841.25,60,40,5
545379.27,441841.25,60,40,5
541707.88,426396.95,30,22,4
541707.88,426396.95,30,22,4
491803.91,463120.32,35,20,20
491487.62,463255.2,28,20,20
512389.44,453111.7,114,26,6
512037.45,453249.06,178,38,8
528211.43,450368.78,33,12,8
527933.32,450412.38,33,11,11
538675.12,447463.38,16,8,0
538110.23,447586.62,16,8,0
548905.64,448406.23,181,60,25
548337.41,448215.21,133,45,15
569034.52,463108.72,130,45,15
568626.62,462697.27,130,45,15
584974.47,468419.47,30,10,4
584524.33,468369.43,30,10,4
466716.71,387773.7,50,23,8
466946.06,388068.8,45,23,8
478885.47,406620.87,55,22,8
478883.98,407074.5,60,22,8
495388.04,412127.91,55,26,4
495852.65,412099.34,55,22,8
505951.39,409632.22,55,22,8
505951.39,409632.22,65,25,5
530431.08,418668.97,53,22,8
530101.87,418614.96,53,25,5
556778.38,402287.15,bd,3,0
557393.45,402944.62,bd,3,0
590779.2,440059.69,bd,3,0
547275.52,397486.99,15,10,0
547275.52,397486.99,70,bd,15
554227.08,399551.05,50,40,20
560288.02,404391.68,15,30,10
560958.33,404676.05,30,20,10
561534.89,404766.68,100,38,10
563176.3,405919.8,30,50,10
578191.14,420158.87,15,15,5
582302.76,424336.52,20,20,5
584982.32,430470.05,20,bd,2
584982.32,430470.05,20,20,0
595095.83,444858.87,bd,3,0
554206.77,399599.49,20,9,0
554206.77,399599.49,300,bd,50
557222.39,402786.99,20,20,10
558297.39,403477.62,20,30,10
560759.89,404651.05,20,30,10
562849.59,405719.27,35,20,10
564903.64,406847.93,10,15,10
572113.02,414225.27,40,70,10
579697.22,421743.63,20,30,10
581558.57,423449.85,15,8,2
585050.29,430727.08,50,15,5
600672.94,452253.64,15,15,bd
527103.39,697076.84,80,20,5
529586.76,696956.53,20,5,5
532690.01,693919.42,30,10,5
539984.86,690539.92,13,5,0
548219.6,669670.06,106,35,5
548211.78,669143.03,130,28,5
551974.71,660270.81,121,17,6
552050.2,660034.51,117,17,6
568827.66,642351.6,118,17,6
569140.35,641911.1,118,17,6
586294,628174.1,38,24,3
587620.51,624912.48,100,70,0
588843.9,617303.5,40,20,0
387917.54,323356.8,52,25,0
389642.45,322005.63,53,21,0
405254.6,312847.27,190,62,5
404797.18,313173.84,163,49,2
419188.98,300981.26,34,36,0
419479.03,300740.71,51,34,0
440630.3,288678.89,158,33,0
440335.97,288669.5,100,27,0
308746.2,503913.78,25,12,3
308746.2,503913.78,25,12,3
328264.82,505359.73,53,23,3
328264.82,505359.73,48,18,3
345599.03,500724.75,25,12,3
345599.03,500724.75,25,12,3
370053.2,497549.74,42,33,3
370053.2,497549.74,45,23,3
392337.77,495849.79,25,33,3
392337.77,495849.79,25,33,3
408153.27,492893.07,33,23,3
408153.27,492893.07,29,18,3
417333.01,489061.89,25,12,3
428383.35,484483.27,25,12,3
440047.53,479648,94,23,3
440047.53,479648,48,18,3
450595.17,476495.22,16,8,0
450595.17,476495.22,21,8,0
462853.34,476399.7,28,12,3
462853.34,476399.7,36,15,4
474984.51,474365.05,33,37,4
474984.51,474365.05,42,39,3
484379.88,470155.52,25,12,3
484379.88,470155.52,25,12,3
396330.08,516838.7,43,21,3
396330.08,516838.7,43,21,3
386862.57,508940.71,20,15,3
386862.57,508940.71,20,15,3
377604.15,501387,20,15,5
377604.15,501387,20,15,5
344797.22,427355.58,40,55,10
344797.22,427355.58,70,59,10
344797.22,427355.58,28,63,12
344797.22,427355.58,30,44,14
406779.82,526628.36,55,38,3
407113.02,527476.16,55,38,3
347930.46,502992.17,43,26,5
347910.56,503205.56,43,27,5
445383.31,378875.88,45,43,3
448581.35,382164.95,46,43,3
659066.86,250312.31,158,43,10
658715.76,250062.47,158,43,10
679831,250684,79,45,5
680337,250862,84,43,5
703123,253133,172,40,12
703600,253048,175,40,12
500527.47,221005.14,55,37,0
500520.79,221030.01,57,31,0
500646.44,222428.16,54,16,0
500642.37,222430.12,54,16,0
758360.37,242616.94,68,25,0
758269.62,242957.51,68,25,0
768371.83,234754.09,47,18,2
768443.27,234420.71,47,18,2
788639.34,239023.02,104,27,5
788351.19,238821.17,104,176,5
205809.07,613603.91,91,23,2
205990.31,613652.86,87,25,3
213355.58,595979.45,34,12,3
213505.86,596039.77,34,12,3
223094.38,584254.15,119,25,2
222932.99,584240.92,87,35,5
222923.41,643328.32,48,4,0
221941.81,639389.99,52,5,0
220414.09,630447.04,25,13,0
195432.34,617907.62,47,24,0
195384.19,617730.35,71,84,0
197385.24,618210.83,27,31,0
472757.3,600223,90,43,6
472494.01,600073.74,150,34,6
477980.15,615412.95,90,34,6
477836.68,615198.63,150,43,6
485462.46,685764.99,48,17,8
485277.24,685744.58,64,25,7
609466.67,510089.83,25,20,0
627621.09,447558.61,35,20,10
