1167579.08534,709026.986873
1250383.7417,658732.346698
1198743.03378,758415.833932
1229105.49085,761868.679554
1214617.82277,691780.844051
1183475.79623,671430.869228
1206034.43133,660520.051164
1254811.67873,626693.005548
1209905.16072,707984.120298
1149635.31008,691486.597212
1210393.27083,729379.958518
1172095.21067,692780.276734
1282761.34257,752744.151436
1294829.99716,718149.288518
1293033.72478,687660.503526
1198675.38504,739420.567966
1279133.51661,667934.817076
1240870.97258,706366.46115
1237521.61223,670702.939952
1271257.12465,726553.059118
1223725.48786,661374.049187
1241071.08333,725046.297278
1271900.58313,704140.244826
1264113.86446,644757.374885
1130373.1688,692948.313409
1193569.2355,696079.306089
1183475.79623,671430.869228
1209905.16072,707984.120298
1271900.58313,704140.244826
1359821.5683,915535.464787
1400183.96979,964512.868794
1309907.64632,935661.387275
1334263.62817,965067.29902
1378799.45817,944373.442713
1353242.82378,983654.319068
1331116.78468,900145.676481
1391939.61484,915652.087307
1313633.8482,883056.93388
1282176.06718,934105.961184
1352356.14076,885392.353821
1404164.50133,943582.252318
1273088.33403,967954.669269
1334206.87901,970720.341971
1351486.14793,930173.781179
1292230.69783,986317.861597
1369335.76802,962225.237162
1387547.7802,894611.352709
1293766.40436,902985.717641
1309907.64632,935661.387275
1353242.82378,983654.319068
1351486.14793,930173.781179
1387547.7802,894611.352709
1672968.18947,874424.098765
1679622.54501,704843.84423
1719085.71834,781162.282638
1754164.45843,750976.070358
1653743.27701,719241.416747
1700987.74758,760460.913585
1635876.62953,740708.716995
1651597.84958,804039.016954
1653544.60072,779486.756379
1672657.98753,791225.432497
1626333.68789,853912.098162
1614023.48864,761582.277827
1667522.56263,827696.141886
1609000.25508,792577.727508
1645168.5723,840485.37891
1601209.16063,814882.36107
1669138.04188,780161.264704
1729527.96158,705794.790433
1714495.6242,827006.148953
1712409.37822,733046.31609
1672968.18947,874424.098765
1719085.71834,781162.282638
1653544.60072,779486.756379
1712409.37822,733046.31609
1128125.68158,871356.205049
1126783.77762,794809.366877
1154399.88836,841432.099042
1171478.33514,771187.221892
1087325.57379,824636.73077
1146834.44011,887777.283608
1123128.82416,838259.461282
1153888.30446,819905.945147
1154823.31165,784158.815502
1145367.19059,747151.45658
1133348.45746,749319.753658
1213593.12351,774698.209408
1128125.68158,871356.205049
1154823.31165,784158.815502
1429680.592,755121.357214
1414921.2602,851341.263967
1410637.67352,778327.015278
1406854.76898,830767.347117
1456988.97116,842787.111724
1429675.17259,800446.675401
1493013.16712,766338.897215
1423915.19481,788140.701891
1408440.77542,726848.059802
1452470.14847,763186.091942
1393247.63945,808834.465374
1440315.38272,722867.920349
1484519.72995,809215.250575
1383108.49346,774255.938509
1472830.02369,828705.741796
1472891.77156,781270.235097
1377358.02895,730439.685277
1347181.21784,734774.182139
1396728.38497,777268.576441
1424632.90739,810864.216274
1448858.81516,807861.911706
1429675.17259,800446.675401
1452470.14847,763186.091942
1472830.02369,828705.741796
1529021.33367,613976.425507
1541328.6456,614913.653666
1453217.3704,619894.417597
1565651.45805,642844.297601
1586719.27677,588937.172335
1494250.7331,617428.981464
1533260.71443,584177.912153
1493165.75336,651133.316367
1496737.21234,592881.537574
1554690.17377,578862.570835
1509434.69783,555428.929022
1461439.91208,636958.015494
1444974.02924,607360.755483
1515138.08899,635854.71517
1473421.88911,579152.1491
1568198.68137,624049.585116
1507882.00774,532615.507866
1464019.82572,592238.675201
1504782.29022,611227.429359
1494250.7331,617428.981464
1554690.17377,578862.570835
1568198.68137,624049.585116
1534035.15055,803782.201883
1488329.39735,935788.736575
1574646.68329,840669.504529
1399311.22827,983776.961413
1502794.75052,850707.543625
1523401.90542,828144.728932
1576267.3545,804714.671823
1517407.48913,887277.235
1591740.69633,758478.847861
1642696.60121,888113.531258
1520772.8914,939136.741027
1565084.09627,869623.962828
1466529.97414,959387.125232
1502798.38804,887028.157065
1547444.9175,970112.515112
1575404.87498,942115.184244
1547575.80558,858508.679053
1530713.66857,850983.573094
1432577.86496,889195.567006
1476852.96872,905348.177846
1514192.2856,865256.392814
1503138.26112,953113.088837
1517396.9881,768045.348932
1522954.79855,922460.286239
1553190.63248,778894.806069
1614044.96773,877637.51066
1423810.70956,922950.365036
1474036.76811,859617.610733
1606230.72821,903491.531277
1535772.83733,756575.280809
1527046.86826,871920.061967
1591034.47194,899469.436232
1539610.45525,883228.7151
1549274.67008,914533.012854
1583216.41047,779403.581304
1437484.0736,948495.07107
1492156.8741,843354.352838
1547444.9175,970112.515112
1432577.86496,889195.567006
1553190.63248,778894.806069
1614044.96773,877637.51066
1527046.86826,871920.061967
1306287.26714,679116.743957
1341220.80899,609466.945855
1365793.32896,629788.36387
1356019.83284,700500.79951
1346117.90014,642743.461361
1320368.78717,706832.304114
1302307.92159,637006.588906
1371389.90556,692393.248739
1341729.66501,664658.011451
1320678.69247,622617.247122
1369384.14857,650549.383426
1341729.66501,664658.011451
1693331.76929,581412.562411
1647083.55297,603315.307916
1597612.2948,635029.338198
1687284.73589,647350.126373
1607425.77023,600440.393159
1618958.50764,659771.670053
1628819.17968,599921.521638
1663972.83532,669967.439976
1715196.34856,668827.019331
1654522.60036,646582.276938
1593776.54785,660397.558096
1638636.8223,695790.873743
1699373.09093,623595.754301
1673622.98423,650251.966159
1620663.14493,640243.111904
1638713.41407,641327.292136
1663496.86761,591670.37733
1631501.28244,699099.775753
1627654.82986,618973.429897
1605318.80499,696506.952527
1673980.25513,582780.418117
1628819.17968,599921.521638
1699373.09093,623595.754301
1638713.41407,641327.292136
1605318.80499,696506.952527
1625680.13924,1070737.94153
1651723.35612,995846.644725
1668472.45686,958189.792832
1593235.0449,1042672.48933
1688873.3697,956577.850778
1564537.04343,1010798.96896
1578811.00192,986209.240449
1620960.14054,1019524.52366
1642266.76542,1104750.91161
1648414.28527,912872.801127
1668281.34889,1029153.78472
1615789.57758,1099696.72973
1613648.5891,962079.630641
1594211.80648,966315.695996
1651723.35612,995846.644725
1578811.00192,986209.240449
1615789.57758,1099696.72973
1258598.19918,1048664.77361
1272031.81397,996200.789862
1258001.75466,990995.363619
1331984.32743,1079249.14957
1303940.81458,1071751.58121
1291991.00492,1047546.21531
1361104.38029,1013155.64366
1271398.10415,1092272.53239
1363351.39088,1047537.26367
1365561.86703,1068314.14066
1310953.32148,1115870.53574
1225114.53101,1077375.25701
1330461.7169,1034776.14702
1345327.88224,1051563.8149
1301700.1652,1102077.99222
1361212.73216,1025538.02007
1331984.32743,1079249.14957
1322351.91865,1096029.67863
1225114.53101,1077375.25701
1325524.81488,1087287.25678
1430767.61227,639151.914382
1433679.3197,580870.534595
1404811.51321,568879.875528
1422985.41837,690993.217005
1398770.40302,631064.694485
1408156.08442,699952.879919
1394462.13753,670892.272201
1421270.53237,625337.246965
1440136.67968,667639.046304
1424014.59598,597461.650181
1370317.02181,602281.093463
1393592.81352,606674.11055
1409855.75439,649464.387905
1432681.59329,612384.387692
1383962.61333,598444.589093
1448770.66167,658694.04504
1442172.81129,587889.107294
1433679.3197,580870.534595
1415093.54192,637836.534916
1424453.5356,633586.342071
1422985.41837,690993.217005
1434532.58412,638590.637263
1398770.40302,631064.694485
1398238.64756,594953.602101
1442909.6071,626214.246027
1424402.85431,629070.195542
1433199.93854,628242.917455
1417790.65087,643982.687452
1413856.51168,632020.005394
1393592.81352,606674.11055
1425286.1537,637204.768174
1431141.05564,632330.644261
1418242.18759,631651.461281
1424608.74092,617943.344978
1406719.61078,630976.708707
1404021.74512,604679.360738
1540194.49733,672402.687882
1507603.72362,686269.344643
1527502.00028,646954.301531
1527620.88777,716666.436972
1504507.53245,747982.977959
1583178.21849,716870.087863
1577881.11962,732362.446996
1525750.80435,676742.450361
1607510.20313,708141.503963
1539248.70204,744710.657514
1553610.50291,740526.177973
1570950.23345,686918.189512
1480777.04028,705632.952273
1527620.88777,716666.436972
1474786.59524,1089316.81357
1408014.54173,1094253.66711
1452573.65027,969459.24192
1384423.36357,1066537.29275
1584094.16348,1061489.67458
1540624.79556,1077264.29276
1405156.48025,1002734.59097
1514542.3928,1076945.75443
1462655.3904,1074691.9698
1513939.84561,1054124.49463
1466499.60093,987685.535062
1409898.91285,985426.812708
1589353.03001,1086547.29102
1462816.57692,1033713.38727
1429289.60858,1020322.7825
1551645.35345,1032479.58335
1499908.98851,1015040.55063
1570618.22844,1113828.89325
1536285.50759,1097033.7752
1384423.36357,1066537.29275
1462816.57692,1033713.38727
1238163.28066,911610.293417
1214972.24816,899929.799779
1291761.67832,866598.387879
1259348.02043,789115.930089
1210932.4296,822875.692704
1292154.74551,804514.695598
1336445.06039,786850.202415
1336934.09157,731684.18358
1366609.035,839515.952772
1339920.83528,836866.647318
1231795.10973,809547.63702
1291400.5616,772984.857557
1230213.51705,782243.077446
1174888.58621,861614.256102
1193569.3277,829914.410428
1235929.18161,873114.506232
1317388.90685,771875.541743
1331388.66271,746594.988485
1224562.37816,928017.13948
1312347.16247,799271.418667
1245468.28438,845984.202305
1253359.5329,758000.4447
1313531.66146,842402.677714
1220976.21588,866827.632392
1273100.14773,829239.633643
1257156.60949,812605.661054
1358539.41315,818143.656122
1260109.32652,894132.134341
1195306.90604,807498.08425
1292702.20055,843030.585154
1241131.98036,953734.546422
1336445.06039,786850.202415
1339920.83528,836866.647318
1230213.51705,782243.077446
1245468.28438,845984.202305
1163180.67106,1018018.25967
1134597.67199,921521.115742
1157182.22236,963212.111545
1091565.90903,961185.067662
1112317.78734,1002527.01486
1072422.61938,921038.561685
1084689.8567,1005590.98801
1134129.71959,1035217.17732
1174122.95058,1039566.61646
1101715.43606,890026.813274
1074508.13981,957230.056652
1100150.66876,913496.23779
1204048.28433,1061123.79527
1107417.35019,936816.910072
1213781.1299,990055.17732
1152902.46356,989929.631072
1205007.42323,939359.384747
1143924.62946,974314.599064
1174122.95058,1039566.61646
1073725.04056,943766.993421
1050375.30061,995594.107846
